song,artist,url,lyrics,year,mood
Run Joey Run,Glee Cast,https://www.azlyrics.com/lyrics/gleecast/runjoeyrun.html,"Daddy please don't
It wasn't his fault
He means so much to me
Daddy please don't
We're gonna get married
Just you wait and see

Every night, the same old dream
I hate to close my eyes
I can't erase the memory
The sound of Julie's cry

She called me up, late that night
She said, ""Joe, don't come over
My Dad and I just had a fight
And he stormed out the door

I've never seen him act this way
My God, he's goin' crazy
He said he's gonna make you pay
For what we done, he's got a gun
So run, Joey run, Joey run!""

Daddy please don't
It wasn't his fault
He means so much to me
Daddy please don't
We're gonna get married
Just you wait and see

Got in my car, drove like mad
'Til I reached Julie's place
She ran to me, with tear-filled eyes
And bruises on her face

All at once I saw him there
Sneakin' up behind me (Watch out!)
Then Julie yelled, ""He's got a gun!""
And she stepped in front of me

Suddenly, a shot rang out
And I saw Julie falling
I ran to her, I held her close
When I looked down, my hands were red!
And here's the last words Julie said...

Daddy please don't
It wasn't his fault
He means so much to me
Daddy please don't
We're gon...na get... mar...ried...

Run, Joey run, Joey run, Joey run, Joey run, Joey run, Joey run!",,sad
Tear,The Smashing Pumpkins,https://www.azlyrics.com/lyrics/smashingpumpkins/tear.html,"The lights came on fast 
Lost in motorcrash 
Gone in a flash unreal 
But you knew all along 
You laugh the light 
I sing the songs 
To watch you numb 

I saw you there 
You were on your way 
You held the rain 
And for the first time 
Heaven seemed insane 
Cause heaven is to blame 
For taking you away 

Do you know the way that I can? 
Do you know the way that I can't lose? 
Do you know the things that I can? 
Do you know the things that I can do? 

Where is your heart? where is your heart gone to? 
Tear me apart 
Tear me apart from you 
You laugh the light I cry the wound 
In gray afternoons 

I saw you there 
You were on your way 
You held the rain 
And for the first time 
Heaven seemed insane 
Cause heaven is to blame 
For taking you away 

The lights came to pass 
Dead opera motorcrash 
Gone in a flash unreal 
In nitrous overcast 

Do you know the way that I can? 
Do you know the way that I can't choose? 
Do you know the things that I can? 
Do you know the things that I can't lose? 

Tear me apart 
Tear me apart from you 
Where is your heart? 
Where has your heart run to?",1998,sad
Ghost in This House,Alison Krauss,https://www.azlyrics.com/lyrics/alisonkrauss/ghostinthishouse.html,"I don't pick up the mail
I don't pick up the phone
I don't answer the door
I'd just as soon be alone
I don't keep this place up
I just keep the lights down
I don't live in these rooms
I just rattle around

I'm just a ghost in this house
I'm just a shadow upon these walls
As quietly as a mouse I haunt these halls
I'm just a whisper of smoke
I'm all that's left of two hearts on fire
That once burned out of control
You took my body and soul
I'm just a ghost in this house

I don't care if it rains
I don't care if it's clear
I don't mind staying in
There's another ghost here
He sits down in your chair
And he shines with your light
And he lays down his head
On your pillow at night

I'm just a ghost in this house
I'm just a shadow upon these walls
I'm living proof of the damage
Heartbreak does
I'm just a whisper of smoke
I'm all that's left of two hearts on fire
That once burned out of control
And took my body and soul
I'm just a ghost in this house
Oh, I'm just a ghost in this house",1999,sad
Harder Now That It's Over,Ryan Adams,https://www.azlyrics.com/lyrics/ryanadams/hardernowthatitsover.html,"They slapped 'em on you 
Where that bracelet used to be 
You know the one I bought you in phoenix 
Where they sell old jewelry 
I was trying to make you angry 
But I didn't feed you to the cops 
When I threw that drink in that guy's face 
It was just to piss you off 
'Cause honey it's over 

It's harder now that it's over 
It's harder now that it's over 
Now that the cuffs are off 
And you're free 
You're free with a history 

I heard your wrists got bruised 
Must've felt just like old times 
I wish you would've grabbed the gun 
And shot me 'cause I died 
And I'm nothing now without you 
yeah, I'm less than nothing now 

I'm the one between the bars and lost forever now 
'Cause it's over now 

It's harder now that it's over 
It's harder now that it's over 
Now that the cuffs are off 
And you're free 
You're free with a history 

Free with a history 
You're free 
Free with a history 

I'm sorry",2001,sad
Everything,Lifehouse,https://www.azlyrics.com/lyrics/lifehouse/everything.html,"Find me here
And speak to me
I want to feel you
I need to hear you
You are the light
That's leading me
To the place
Where I find peace again

You are the strength
That keeps me walking
You are the hope
That keeps me trusting
You are the light
To my soul
You are my purpose
You're everything

How can I stand here with you
And not be moved by you?
Would you tell me
How could it be
Any better than this?

You calm the storms
And you give me rest
You hold me in your hands
You won't let me fall
You steal my heart
And you take my breath away
Would you take me in
Take me deeper now

And how can I stand here with you
And not be moved by you?
Would you tell me
How could it be
Any better than this?

And how can I stand here with you
And not be moved by you?
Would you tell me
How could it be
Any better than this?

Cause you're all I want
You're all I need
You're everything, everything

You're all I want
You're all I need
You're everything, everything

You're all I want
You're all I need
You're everything, everything

You're all I want
You're all I need
You're everything, everything

And how can I stand here with you
And not be moved by you?
Would you tell me
How could it be
Any better than this?

And how can I stand here with you
And not be moved by you?
Would you tell me
How could it be
Any better, any better than this?

And how can I stand here with you
And not be moved by you
Would you tell me
How could it be
Any better than this?

Would you tell me
How could it be
Any better than this",2000,sad
Book of Saturday,King Crimson,https://www.azlyrics.com/lyrics/kingcrimson/bookofsaturday.html,"If I only could deceive you
Forgetting the game
Every time I try to leave you
You laugh just the same

'Cause my wheels never touch the road
And the jumble of lies we told
Just returns to my back to weigh me down...

We lay cards upon the table
The backs of our hands
And I swear I like your people
The boys in the band

Reminiscences gone astray
Coming back to enjoy the fray
In a tangle of night and daylight sounds...

All completeness in the morning
Asleep on your side
I'll be waking up the crewmen
Banana-boat ride

She responds like a limousine
Brought alive on the silent screen
To the shuddering breath of yesterday...

There's the succour of the needy
Incredible scenes
I'll believe you in the future
Your life and death dreams

As the cavalry of despair
Takes a stand in the lady's hair
For the favour of making sweet sixteen...

You make my life and times
A book of bluesy Saturdays
And I have to choose...",1973,sad
Where Will You Go,Babyface,https://www.azlyrics.com/lyrics/babyface/wherewillyougo.html,"We started out simple friends
That kind of friendship never ends, no baby
But we were fortunate to care enough
We knew just where we stood
But soon as love appeared
You turned away
And you were so unsure and so afraid
Of feeling what I was feeling
You were scared that love
Would blow your heart away
And you were certain that
In time my love would stray

Where, where will you go
And who, who's gonna love you like I do
Where, where will you go
And who's gonna love like I do

What kind of friends could we have been
If we had kept the feelings in
When we had made a vow to be the friends
We were since we began
But soon as love appeared
You turned away
And you were so unsure and so afraid
Of feeling what I was feeling
You were scared that love
Would blow your heart away
And you were certain that
In time my love
You were thinkin' that our love was gonna stray
Oh tell me

Where, where will you go
And who, who's gonna love you baby
The way that I do, now baby
Where, where will you go, where will you go
And tell me who is gonna love
I wanna know who is gonna love
I need to know who's gonna love
Who's gonna love, who, who, who, oh

Where, where will you go, baby
Who's gonna love you baby, tell me
Who's gonna care for you baby
Who's gonna be there for you baby
Who's gonna love you like you need to be loved
Oh where will you go, baby
And who's gonna love you like I do

Oh I wanna know I wanna know I wanna know
Like I do",1989,sad
Missing You,Case,https://www.azlyrics.com/lyrics/case/missingyou.html,"Standing here looking out my window
My nights are long and my days are cold
Cause I don't have you
How can I be so damn demanding?
I know you said that it's over now
But I can't let go

[1] - Every day I want to pick up the phone
And tell you that 
You're everything I need and more
If only I could find you

[2] - Like a cold Summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the woman without a man
I'm a ring without a hand
I'm missing you

Driving 'round thought I saw you pass me
My rearview mirror's playing tricks on me
Cause you fade away
Maybe I'm just hallucinating
Cause my loneliness got the best of me
And my heart's so weak

[Repeat 1]

[Repeat 2]

Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Said I'm, I'm missing you

[Repeat 2 (2x)]

Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah...",2001,sad
Whatsername,Green Day,https://www.azlyrics.com/lyrics/greenday/whatsername.html,"Thought I ran into you down on the street
Then it turned out to only be a dream
I made a point to burn all of the photographs
She went away and then I took a different path

I remember the face but I can't recall the name
Now I wonder how whatsername has been

Seems that she disappeared without a trace
Did she ever marry old what's his face?
I made a point to burn all of the photographs
She went away and then I took a different path

I remember the face but I can't recall the name
Now I wonder how whatsername has been

Remember, whatever
It seems like forever ago
Remember, whatever
It seems like forever ago
The regrets are useless
In my mind
She's in my head
I must confess
The regrets are useless
In my mind
She's in my head
From so long ago

(Go, go, go, go)

And in the darkest night
If my memory serves me right
I'll never turn back time
Forgetting you, but not the time.",2004,sad
Ribbons Undone,Tori Amos,https://www.azlyrics.com/lyrics/toriamos/ribbonsundone.html,"She's a girl
Rising from a shell
Running to spring
It is her time it is her time
Watch her run with ribbons undone

She's a rose in a lily's cloak
She can hide her charms
It is her right there will be time
To chase the sun with ribbons undone

She runs like a fire does
Just picking up daises
Comes in for a landing
A pure flash of lightening
Past alice blue blossoms
You follow her laughter
And then she'll surprise you
Arms filled with lavender

Yes my little pony is growing up fast
She corrects me and says
""You mean a thoroughbred""
A look in her eyes says the battle's beginning
From school she comes home and cries
I don't want to grow up Mom at last not tonight

You're a girl
Rising from a shell
Running through spring
With summer's hand in reach now
It is your time
It is your time
So just run with ribbons undone
It is your time yes my angel
It is your time
So just run with ribbons undone

Run run darlin'
Ribbons undone",2005,sad
Where Were You (When The World Stopped Turning),Alan Jackson,https://www.azlyrics.com/lyrics/alanjackson/wherewereyouwhentheworldstoppedturning.html,"Where were you when the world stopped turning on that September day?
Were you in the yard with your wife and children
Or working on some stage in L.A.?

Did you stand there in shock
At the sight of that black smoke
Risin' against that blue sky?
Did you shout out in anger
In fear for your neighbor
Or did you just sit down and cry?

Did you weep for the children who lost their dear loved ones
Pray for the ones who don't know?
Did you rejoice for the people who walked from the rubble
And sob for the ones left below?

Did you burst out with pride
For the red, white and blue
And the heroes who died
Just doin' what they do?

Did you look up to heaven for some kind of answer
And look at yourself and what really matters?

I'm just a singer of simple songs
I'm not a real political man
I watch CNN
But I'm not sure I can tell you
The difference in Iraq and Iran
But I know Jesus and I talk to God
And I remember this from when I was young
Faith, hope and love are some good things He gave us
And the greatest is love

Where were you when the world stopped turning on that September day?
Teaching a class full of innocent children
Or driving down some cold interstate?

Did you feel guilty
'Cause you're a survivor
In a crowded room did you feel alone?
Did you call up your mother
And tell her you loved her?
Did you dust off that Bible at home?

Did you open your eyes, hope it never happened
Close your eyes and not go to sleep?
Did you notice the sunset the first time in ages
Or speak to some stranger on the street?

Did you lay down at night and think of tomorrow
Go out and buy you a gun?
Did you turn off that violent old movie you're watchin'
And turn on ""I Love Lucy"" reruns?

Did you go to a church and hold hands with some strangers
Stand in line and give your own blood?
Did you just stay home and cling tight to your family
Thank God you had somebody to love?

I'm just a singer of simple songs
I'm not a real political man
I watch CNN
But I'm not sure I can tell you
The difference in Iraq and Iran
But I know Jesus and I talk to God
And I remember this from when I was young
Faith, hope and love are some good things He gave us
And the greatest is love

I'm just a singer of simple songs
I'm not a real political man
I watch CNN
But I'm not sure I can tell you
The difference in Iraq and Iran
But I know Jesus and I talk to God
And I remember this from when I was young
Faith, hope and love are some good things He gave us
And the greatest is love

And the greatest is love
And the greatest is love

Where were you when the world stopped turning on that September day?",2002,sad
Without You Here,Goo Goo Dolls,https://www.azlyrics.com/lyrics/googoodolls/withoutyouhere.html,"Your love's a gathered storm I chased across the sky
A moment in your arms became the reason why
And you're still the only light that fills the emptiness
The only one I need until my dying breath
And I would give you everything just to
Feel your open arms
And I'm not sure I believe anything I feel

And now, now that you're near
There's nothing more without you 
Without you here

And I'm trying to believe
In things that I don't know
The turning of the world
The color of your soul
That love could kill the pain
Truth is never vain
It turns strangers into lovers
And enemies to brothers
Just say you understand
I never had this planned

And now, now that you're near 
There's nothing more without you 
Without you here
Without you here
There's nothing more without you 
Without you here

My head lies to my heart 
And my heart it still believes
It seems the ones who love us are the ones
That we deceive
But you're changing everything
You're changing everything in me

And now, now that you're near 
There's nothing more without you 
Without you here",2006,sad
Break It Up,Scooter,https://www.azlyrics.com/lyrics/scooter/breakitup.html,"Where in the world, where in the world
Where in the world did I get this hurt
I don't mind, I don't mind
If you call me bad, call me wrong
Call me anything but your own
I don't mind, I don't mind

I don't care if you leave me
I don't care if you go away
I don't care if you wanted this
I don't mind

Break it up, break it up, break it up, break it up, my love
If you think that you can't stay with me then break it up my love
Break it up, just break it up, break it up, just break it up.

So where in the world, where in the world,
Where in the world can I hide this hurt,
I don't mind, I don't mind
If you call me sad, call me strong
Strong enough to make it on my own
'Cause I don't mind, I don't mind

If you tear down your walls inside
Go for a brand new ride
But babe please don't tell me so

Break it up, break it up, break it up, break it up, my love
If you think that you can't stay with me then break it up my love
Break it up, just break it up, break it up, just break it up.

Break it up, just break it up",1996,sad
The Forgotten,Green Day,https://www.azlyrics.com/lyrics/greenday/theforgotten.html,"Where in the worldâs the forgotten?
Theyâre lost inside your memory
Youâre dragging on, your heartâs been broken
As we all go down in history

Where in the world did the time go?
Itâs where your spirit seems to roam
Like losing faith to our abandon
Or an empty hallway from a broken home

Well donât look away from the arms of a bad dream
Donât look away, sometimes youâre better lost than to be seen

I donât feel strange, itâs more like haunted
Another moment trapped in time
I canât quite put my finger on it
But itâs like a child that was left behind

So where in the worldâs the forgotten?
Like soldiers from a long lost war
We share the scars from our abandon
And what we remember becomes folklore

Well, donât look away from the arms of a bad dream
Donât look away, sometimes youâre better lost than to be seen
Donât look away from the arms of a moment
Donât look away from the arms of tomorrow
Donât look away from the arms of a moment
Donât look away from the arms of love

Well, donât look away from the arms of a bad dream
Donât look away, sometimes youâre better lost than to be seen
Donât look away from the arms of a moment
Donât look away from the arms of tomorrow
Donât look away from the arms of a moment
Donât look away from the arms of love",2012,sad
If You're Reading This,Tim McGraw,https://www.azlyrics.com/lyrics/timmcgraw/ifyourereadingthis.html,"If you're reading this
My Mommas sitting there
Looks like I only got a one way ticket over here
Sure wish I
Could give you one more kiss
And war was just a game we played when we were kids

I'm laying down my gun
I'm hanging up my boots
I'm up here with God and we're both watching over you

[Chorus:]
So lay me down
In that open field out on the edge of town
And know my soul
Is where my Momma always prayed
That it would go
And if you're reading this
I'm already home

If you're reading this
Half way around the world
I wonât be there
To see the birth of our little girl
I hope she looks like you
I hope she fights like me
Stands up for the innocent and the weak

I'm laying down my gun
I'm hanging up my boots
Tell dad I don't regret that I followed in his shoes

[Chorus]

If you're reading this
Thereâs going to come a day
When you'll move on
And find some one else
And that's OK
Just remember this
I'm in a better place
Where soldiers live in peace
And angels sing amazing grace

[Chorus]",2007,sad
All at Once,Whitney Houston,https://www.azlyrics.com/lyrics/whitneyhouston/allatonce.html,"All at once
I finally took a moment and I'm realizing that
You're not coming back
And it finally hit me all at once
All at once
I started counting teardrops and at least a million fell
My eyes began to swell
And all my dreams were shattered all at once

[Chorus:]
Ever since I met you
You're the only love I've known
And I can't forget you
Though I must face it all alone
All at once, I'm drifting on a lonely sea
Wishing you'd come back to me
And that's all that matters now
All at once, I'm drifting on a lonely sea
Holding on to memories
And it hurts me more than you know
So much more than it shows
All at once

All at once
I looked around and found that you were with another love
In someone else's arms
And all my dreams were shattered, all at once
All at once
The smile that used to greet me brightened someone else's day
She took your smile away
And left me with just memories, all at once

[Chorus]",1985,sad
Living Proof,Ricky Van Shelton,https://www.azlyrics.com/lyrics/rickyvanshelton/livingproof.html,"She hangs up the phone and her heart starts to pound
Someone just told her an old friend's in town
And a million old feelings come rushing in
Start tearing to pieces what it took years to mend

She's living proof, true love never dies
Through all of the heartaches and all the goodbyes
She just can't forget it, Lord knows, she's tried
She's living proof, true love never dies

You answer the door and I say, ""Hello""
If you don't want to see me, just tell me, I'll go
But I can't love without you, it's only pretend
There's no love like you're sweet love, can we try it again?

We're living proof, true love never dies
Through all of the heartaches and all the goodbyes
I just can't forget you, Lord knows, I've tried
We're living proof, true love never dies
Yes, we're living proof, true love never dies",1988,sad
She Don't Want the World,3 Doors Down,https://www.azlyrics.com/lyrics/3doorsdown/shedontwanttheworld.html,"The open wound she hides
She just keeps it bundled up
And never lets it show
She can't take much more of this
But she can't let it go
And that's ok, she don't want the world

All the things she says
While he's just lying there
Without someone to hear her cry
She slips off into a dream
About a place to hide
And that's ok, she don't want the world

This love she feels
Everything she's ever known
Or ever thought was real
Seems like it's been thrown away
Now how's she gonna live
It's ok, she don't want the world

Those words he never spoke
Haunt her life, the memories
Of all the times before
She tried to show him love
While he would only ask for more
But it's ok, she don't want the world

Softly in her sleep
Pictures of the life she's longing
For slowly appear
She's seen them all before
But somehow never quite this clear
She just smiles, she don't want the world

This love she feels
Everything she's ever known
Or ever thought was real
Seems like it's been thrown away
Now how's she gonna live
It's ok, she don't want the world

A brand new morning shines
As she wakes up alone again
This time to face the day
She swears there's time to make it
As she simply walks away
And it's ok, she don't want the world",2008,sad
How Could an Angel Break My Heart,Toni Braxton,https://www.azlyrics.com/lyrics/tonibraxton/howcouldanangelbreakmyheart.html,"I heard he sang a lullaby
I heard he sang it from his heart
When I found out thought I would die
Because that lullaby was mine

I heard he sealed it with a kiss
He gently kissed her cherry lips
I found that so hard to believe
Because his kiss belonged to me

How could an angel break my heart?
Why didn't he catch my falling star?
I wish I didn't wish so hard
Maybe I wished our love apart
How could an angel break my heart?

I heard her face was white as rain
Soft as a rose that blooms in May
He keeps her picture in a frame
And when he sleeps he calls her name

I wonder if she makes him smile
The way he used to smile at me
I hope she doesn't make him laugh
Because his laugh belongs to me

How could an angel break my heart?
Why didn't he catch my falling star?
I wish I didn't wish so hard
Maybe I wished our love apart
How could an angel break my heart?

Oh, my soul is dying, it's crying
I'm trying to understand
Please help me

How could an angel break my heart?
Why didn't he catch my falling star?
I wish I didn't wish so hard
Maybe I wished our love apart
How could an angel break my heart?
My heart",1996,sad
Feel The Silence,Goo Goo Dolls,https://www.azlyrics.com/lyrics/googoodolls/feelthesilence.html,"You lie awake at night
With blue eyes that never cry
All you remember now
Is what you feel

The truth remains
In midnight conversations
I asked for this moment
But you turned away

Sad like a lonely child
Broken the day you're born
I held the light to you
But I was so vain

And you remain
A promise unfulfilled
I ask you for more
But you push me away

And if we feel the silence
Holding this all inside
Everything means more now than
Words could explain

And if we feel the silence
Holding this all inside us
Looking for something more to say
I don't know where I'm going
Only know where I been
But you move through my soul like a hurricane wind
We've been so lost for so long
I don't know how to get back again 
And we're drowning in the water
That flows under this bridge
When you're fighting the current
You forget how to live
And I wanted to reach you but I don't know where to begin
And you remain
A promise unfulfilled until today

And if we feel the silence
Holding this all inside
Everything means more now than
Words could explain
And if we feel the silence
Leaving this all behind us
When it's gone what will you say

How do we hold on
How do we hold on
How do we hold on
How do we hold on
How do we hold on

You lie awake at night
With blue eyes that never cry",2006,sad
Little Miss Perfect,Sugababes,https://www.azlyrics.com/lyrics/sugababes/littlemissperfect.html,"Iâm the most responsible girl that I know
Never late, always on time for the show
Ask anyone around me
And theyâll tell you just how I am, yeah

I try to tell the truth every chance that I get
I never let the work Iâm doing get to my head
And when it came to love
I thought I gave it the best I had, yeah

But somewhere I missed, somewhere I slipped
Somewhere, thereâs a couple steps that I skipped
Somehow, I told myself I didnât need anyone

But look at me now
I was so busy telling everyone
How good life is now that youâre gone
Now, itâs so hard to be out on my own
So, why do I feel so alone?
How could I get this all wrong?
I guess that âLittle Miss Perfectâ
Wasnât that perfect after all

Now everything around me
Feels out of place
Like all four walls are closing in
And thereâs no escape

Everyday spent without you
It gets harder to act like Iâm okay
If I could take back the things that I said
If I could un-break all that we had
Iâd put all the pieces back together again

But look at me now
I was so busy telling everyone
How good life is now that youâre gone
Now, itâs so hard to be out on my own
So, why do I feel so alone?
How could I get this all wrong?
I guess that âLittle Miss Perfectâ
Wasnât that perfect after all

The world that I know is all crashing down
And itâs the biggest shock to me
âCause I thought I had it all figured out
So, why does my heart feel empty?
Oh

I thought it was perfect
But it wasnât so perfect

But look at me now
I was so busy telling everyone
How good life is now that youâre gone
Now, itâs so hard to be out on my own
So, why do I feel so alone?
How could I get this all wrong?
I guess that âLittle Miss Perfectâ
Wasnât that perfect after all",2010,sad
The Way Down,The White Tie Affair,https://www.azlyrics.com/lyrics/whitetieaffair/thewaydown.html,"You know reactions speak louder than words.
Thought we were past that,
forget what you heard.
Pay no attention.
Better to shut out the light,
than to find yourself at home all alone
thinkin' of me tonight.

Problems won't disappear.
When I look you in the eye,
something isn't right.
Problems will interfere
and I don't think we'll survive.

A fall from up so high,
the tears drop,
waiting for the fallout.
This must be the way down.

It won't stop,
everything a blur now.
This must be the way down.

Everything was bound to change.
Now I know I could've saved us.
This must be the way down.

Everything was perfect,
till the train went right off the rail.
Like we were passed out,
asleep at the wheel.
When you know you've lost it,
there's no one in control.
And you will find yourself too high.
Better just try letting go.

Problems won't disappear.
When I look you in the eye,
something isn't right.
Problems will interfere
and I don't think we'll survive.

A fall from up so high,
the tears drop,
waiting for the fallout.
This must be the way down.

It won't stop,
everything a blur now.
This must be the way down.

Everything was bound to change.
Now I know I could've saved us.
This must be the way down.

Now that the smoke is gone,
I can see that I'm all alone.
Forever has been long enough.
I need you to come back home.

The tears drop,
waiting for the fallout.
This must be the way down.

It won't stop,
everything a blur now.
This must be the way down.

Everything was bound to change.
Now I know I could've saved us.
This must be the way down.

We're on the way...
We're on the way...
We're on the way...",2008,sad
Love Hurts,Jon B.,https://www.azlyrics.com/lyrics/jonb/lovehurts.html,"Sometimes love can feel
Like the closest thing to heaven
Sometimes love can feel
Like you've been run over by a car
Yes it can it's the strangest thing I know
Make you feel warm when you feel cold
And if you dowm on happiness
You better get used to the taste of sadness
Cause love can sure hurt sometimes

[Chorus:]
Love hurts and it don't
Love don't always work
Love ain't all it seems
It feels good but it stings
Love hurts and it don't

Some people will tell you
It's the best thing for the heart
Yes they will what they fail to tell you
It can tear your life apart
But you know it's as sweet as a summer rain
But it can hit you like a train
Fill your heart with pain
Fill your heart with pain
Ooh everybody sing, everybody sing

[Chorus:]
Love hurts and it don't
Love don't always work
Love ain't all it seems
It feels good but it stings
 Love hurts and it don't

[Bridge:]
When you know that you're alive
Cause you feel so much pain
When you feel you can't survive
But you make it anyway
When it feels too good to stop
But it hurts too much to say
Then you know, yes you know
You gotta know love hurts
It hurts and it don't

[Chorus:]
Love hurts and it don't
Love don't always work
Love ain't all it seems
It feels good but it stings
 Love hurts and it don't

[Repeat to Fade]",1997,sad
If You Want Me To,Joe Diffie,https://www.azlyrics.com/lyrics/joediffie/ifyouwantmeto.html,"Darlin' I'll pack up my clothes
Take my heart on down the road
I'll even make believe I don't love you.

Lose my mind, go insane, turn my face to the pourin' rain
There's nothin' I wouldn't do if you want me to.

But I'd rather stay around and love you
And be the one to make your dreams come true
But if it takes good-bye to make you happy
Then I'll just walk away if you want me to.

If there's no way to make it work
I'll find a way to hide the hurt 
I'll do my best to do what's best for you.

I'll just take your memory and disappear quietly
Quit acting like a fool if you want me to.

But I'd rather stay around and love you
And be the one to make your dreams come true
But if it takes good-bye to make you happy
Then I'll just walk away if you want me to.

Ohh if it takes good-bye to make you happy
Then I'll just walk away if you want me to.",1990,sad
